province_turnout,ballots,districts_below_25
38.536,836123.515,92
47.664,1034156.499,22
46.557,1010150.274,21
41.721,905226.151,55
30.796,668171.96,385
42.021,911723.738,56
37.437,812265.618,145
35.403,768128.439,190
41.283,895727.122,61
36.965,802023.617,129
38.725,840226.766,87
42.297,917716.63,54
40.722,883551.938,59
34.872,756613.546,201
42.869,930127.136,43
42.24,916484.718,45
38.762,841019.092,110
46.457,1007983.928,23
51.239,1111724.676,13
39.608,859382.479,86
43.286,939170.829,34
38.345,831971.206,104
35.27,765256.172,197
42.765,927875.959,62
45.099,978513.238,30
37.048,803837.232,160
47.505,1030715.103,28
40.172,871620.123,79
42.554,923301.729,41
34.319,744624.737,205
39.203,850596.097,85
48.203,1045858.3,14
49.08,1064882.189,17
44.059,955945.132,43
35.968,780387.793,171
45.482,986824.412,38
33.584,728669.409,246
44.374,962786.916,29
37.271,808661.986,140
39.551,858128.839,90
52.295,1134654.731,11
35.456,769289.611,236
42.545,923099.54,48
40.375,876006.452,84
32.877,713340.719,267
39.703,861437.68,63
43.141,936030.841,37
39.589,858961.911,89
46.093,1000070.014,30
46.433,1007456.661,22
40.34,875261.423,59
31.483,683079.914,361
36.277,787110.76,141
41.37,897601.995,52
38.755,840867.483,102
39.233,851230.778,81
45.795,993606.094,35
34.515,748868.946,203
40.591,880708.383,72
43.65,947067.165,52
32.724,710003.528,257
35.679,774135.008,166
40.824,885760.926,60
44.861,973348.488,30
33.134,718905.997,274
39.853,864689.011,84
40.115,870377.136,62
38.641,838387.56,107
42.769,927948.868,40
35.684,774240.462,180
46.473,1008323.332,31
38.052,825611.288,127
54.689,1186593.033,6
39.355,853877.161,71
44.346,962177.585,31
36.682,795894.717,171
37.27,808647.983,114
38.505,835435.849,105
40.331,875061.484,56
45.744,992509.443,33
38.269,830315.089,108
43.191,937116.638,45
38.993,846031.516,92
43.442,942559.534,51
41.911,909339.778,54
47.127,1022514.603,30
43.885,952177.897,33
42.517,922500.099,46
48.923,1061490.684,14
39.129,848992.301,85
49.704,1078427.431,12
34.608,750886.054,187
39.539,857881.498,88
30.302,657464.462,431
39.844,864497.952,76
45.087,978247.339,30
33.51,727061.69,241
37.781,819734.676,113
36.204,785515.268,137
46.514,1009214.345,29
48.418,1050534.369,21
45.413,985318.403,34
34.338,745036.386,198
37.442,812373.78,122
44.409,963532.956,39
33.977,737208.951,233
32.655,708514.006,283
41.043,890520.176,63
33.474,726295.487,247
39.879,865256.002,67
37.802,820179.147,116
34.813,755333.85,194
39.576,858670.359,86
36.046,782091.742,151
35.694,774442.407,148
44.532,966217.108,31
42.068,912759.453,48
41.279,895626.956,66
40.624,881422.62,81
36.905,800732.523,132
37.748,819011.415,95
38.785,841508.892,98
37.847,821161.778,110
40.215,872548.048,72
41.586,902292.194,69
43.086,934843.178,56
43.757,949385.708,41
38.047,825514.047,95
33.041,716896.312,273
42.38,919518.332,58
47.853,1038256.123,19
43.837,951141.933,33
37.714,818285.692,115
44.621,968133.841,31
44.091,956650.476,48
41.38,897829.182,61
36.531,792612.027,149
39.313,852982.939,76
35.658,773671.107,167
35.624,772935.572,164
33.324,723027.494,270
34.679,752429.043,213
44.16,958147.333,40
36.499,791910.864,153
42.608,924460.699,52
44.371,962721.356,31
36.726,796840.206,139
32.318,701211.027,368
40.002,867913.436,80
36.53,792581.155,130
39.654,860369.969,83
35.446,769078.08,168
36.136,784049.845,162
35.487,769958.084,180
47.042,1020671.974,26
43.169,936638.098,56
41.671,904140.407,64
46.078,999753.099,26
44.904,974282.007,22
47.052,1020882.07,24
47.385,1028114.118,18
35.703,774653.339,179
37.46,812765.43,123
41.314,896394.758,58
39.696,861277.303,78
36.247,786459.817,144
38.883,843646.707,82
45.412,985302.565,23
49.113,1065600.824,13
29.711,644640.074,501
42.296,917703.69,43
39.558,858280.667,93
38.521,835781.666,108
44.941,975087.303,30
40.639,881733.808,57
46.365,1005986.04,27
37.899,822292.016,99
35.648,773458.073,178
40.101,870073.648,74
39.701,861394.484,81
32.993,715858.961,290
45.452,986170.103,26
48.379,1049671.782,16
36.508,792104.851,130
40.662,882235.835,70
41.97,910624.326,65
41.887,908828.421,54
46.089,999995.04,31
30.538,662578.25,425
39.873,865133.978,64
38.686,839370.89,87
46.146,1001219.702,31
42.761,927775.99,55
34.265,743440.212,232
36.889,800377.776,123
44.795,971906.505,32
31.803,690032.823,359
32.485,704833.317,325
36.93,801276.344,134
41.338,896914.147,69
32.903,713902.253,307
46.648,1012113.779,32
46.476,1008394.73,22
44.69,969640.088,43
39.705,861481.446,73
41.633,903316.517,47
45.278,982403.5,35
43.295,939378.86,40
33.565,728258.431,236
43.214,937615.846,39
40.462,877906.163,76
31.764,689192.559,347
43.335,940239.905,33
32.184,698289.966,340
54.085,1173490.707,8
47.539,1031450.604,21
40.168,871524.802,74
43.4,941657.048,39
37.67,817315.764,124
43.639,946839.918,45
42.575,923754.977,58
48.686,1056348.087,9
45.337,983687.052,37
40.871,886784.282,82
44.943,975119.246,28
43.474,943249.198,50
43.676,947643.673,30
33.847,734384.316,244
45.626,989944.604,26
33.825,733906.46,251
52.644,1142210.041,16
38.768,841151.119,85
33.844,734318.073,226
34.161,741195.393,220
49.682,1077944.854,11
40.959,888681.114,75
31.532,684158.863,389
54.118,1174207.644,6
42.025,911810.313,61
39.976,867358.382,79
40.023,868372.71,76
44.811,972272.311,34
50.794,1102077.359,13
52.376,1136404.917,5
40.342,875300.28,80
42.561,923446.407,50
43.513,944101.962,36
32.935,714583.642,292
29.739,645246.945,498
41.069,891072.009,56
36.843,799381.986,130
41.448,899306.279,64
39.781,863117.806,76
42.42,920393.145,50
42.356,919007.653,52
39.145,849335.517,88
36.215,785746.855,147
49.746,1079346.36,25
40.029,868500.303,72
41.259,895195.021,54
37.991,824294.56,104
41.395,898147.304,67
45.096,978447.209,24
36.118,783660.257,156
44.894,974073.595,34
37.131,805632.254,123
40.971,888952.669,53
40.559,880002.956,72
31.645,686609.198,394
42.988,932716.013,44
30.999,672579.726,368
39.247,851532.096,82
45.5,987210.117,27
40.267,873669.186,88
36.066,782514.148,153
40.44,877426.125,65
48.143,1044548.499,23
42.095,913340.931,60
38.941,844903.188,97
46.599,1011051.746,33
40.3,874398.257,57
37.117,805333.913,135
40.433,877266.662,62
35.154,762726.449,187
35.506,770363.334,182
45.785,993393.535,32
40.18,871776.494,77
38.693,839532.187,87
39.236,851304.355,82
31.039,673456.763,369
47.772,1036511.098,24
39.945,866690.546,75
40.474,878163.738,61
37.822,820632.706,104
39.658,860451.319,84
41.408,898426.363,50
40.03,868524.023,74
38.865,843253.384,103
42.634,925039.476,42
33.826,733926.107,228
41.619,903014.179,67
45.493,987051.58,24
33.877,735037.754,224
37.237,807941.937,125
40.651,882000.112,73
44.491,965315.932,41
38.144,827600.313,102
43.945,953467.053,38
43.068,934441.173,48
36.342,788506.472,152
43.462,942991.743,38
44.616,968042.734,31
43.324,940003.868,36
41.5,900419.538,64
41.704,904856.977,73
37.29,809085.627,143
33.645,730001.28,233
40.902,887454.383,53
33.439,725520.948,251
39.481,856612.606,78
38.861,843168.178,120
43.055,934161.574,40
36.941,801517.573,139
44.512,965787.088,37
40.106,870188.644,75
37.66,817106.031,99
40.231,872894.572,66
33.795,733253.769,231
41.024,890106.687,64
37.964,823715.039,105
40.504,878804.981,65
44.109,957032.245,26
40.574,880334.44,60
33.922,735999.458,215
41.284,895741.668,68
36.103,783320.935,157
35.941,779808.73,167
50.222,1089676.462,11
29.804,646654.104,485
41.563,901793.14,71
29.725,644944.014,455
32.442,703897.919,309
39.202,850569.561,84
42.249,916675.579,40
34.92,757657.48,180
46.61,1011289.539,25
45.562,988547.874,28
38.803,841917.739,92
31.129,675408.159,369
44.545,966493.404,45
44.884,973842.155,29
39.615,859518.433,72
28.736,623484.302,565
47.025,1020298.393,19
42.461,921284.282,40
39.186,850220.26,95
43.48,943389.162,50
44.557,966754.09,43
42.066,912699.091,65
39.81,863755.22,62
41.725,905305.676,62
39.367,854136.81,91
33.896,735432.553,236
38.421,833625.66,101
35.698,774543.548,163
46.44,1007608.754,32
48.414,1050432.17,19
41.352,897213.955,55
37.599,815775.354,121
37.805,820245.0,118
43.192,937128.308,45
39.619,859604.447,49
38.84,842710.384,99
47.959,1040560.889,20
46.245,1003373.651,29
33.539,727697.854,242
40.356,875594.689,67
39.834,864275.068,81
42.208,915778.641,54
47.94,1040159.094,17
47.729,1035582.856,23
49.27,1069014.354,17
44.886,973882.816,30
39.65,860293.609,81
44.798,971974.931,33
41.674,904199.043,64
37.506,813758.913,125
33.973,737122.31,219
39.04,847054.662,81
41.478,899951.515,66
41.32,896522.443,56
45.209,980893.727,32
43.088,934874.604,42
34.938,758044.057,192
41.578,902127.847,61
42.287,917496.442,43
39.62,859638.471,81
36.459,791060.225,135
45.889,995656.283,35
38.978,845698.649,101
36.46,791065.268,130
45.335,983635.705,30
44.469,964840.199,31
43.09,934914.872,47
38.666,838936.841,97
38.996,846096.371,107
37.134,805686.089,122
42.076,912924.774,52
43.64,946853.647,35
41.011,889819.273,64
41.679,904304.659,56
44.659,968960.353,18
41.882,908713.455,49
44.244,959972.097,33
41.654,903776.522,69
31.796,689882.572,357
44.364,962563.022,34
32.314,701126.844,317
43.452,942782.613,53
37.373,810887.362,125
39.942,866612.814,82
41.349,897144.16,55
41.402,898290.306,66
33.862,734698.143,245
43.498,943779.122,51
40.91,887627.663,72
41.265,895331.615,74
41.258,895181.524,61
31.108,674945.708,361
37.603,815881.269,114
38.171,828204.032,114
42.717,926838.584,53
42.142,914364.182,50
35.81,776961.972,159
33.499,726825.993,253
29.053,630356.517,541
41.329,896723.974,53
32.889,713592.612,298
38.166,828096.486,101
44.308,961351.817,38
38.078,826181.039,103
36.695,796166.578,150
40.851,886337.484,66
38.974,845623.362,104
34.215,742371.795,236
34.568,750019.106,223
42.357,919011.017,51
38.134,827391.307,119
37.818,820530.891,104
40.934,888145.839,51
38.576,836990.408,91
37.698,817929.663,133
47.221,1024560.381,38
32.813,711941.944,316
41.148,892791.91,67
29.227,634144.339,517
39.512,857284.278,104
33.625,729554.486,240
42.943,931733.115,51
33.179,719890.698,270
44.311,961406.568,31
40.908,887581.276,61
39.86,864834.023,76
37.582,815423.189,131
43.73,948799.964,31
45.987,997772.354,26
40.007,868024.66,66
46.444,1007702.344,28
39.371,854225.38,82
39.782,863140.053,90
40.637,881710.776,54
31.42,681726.277,354
44.303,961235.996,30
36.77,797789.15,149
31.34,679982.19,364
36.225,785971.551,150
39.289,852452.272,95
37.079,804502.517,139
39.546,858030.655,91
45.195,980602.188,35
47.22,1024528.671,33
44.153,957977.996,39
38.602,837540.374,91
40.771,884604.898,67
33.533,727556.434,259
39.571,858576.796,81
40.644,881852.26,69
40.46,877858.916,68
44.692,969689.115,30
34.426,746938.941,227
31.916,692470.974,342
41.937,909912.634,51
40.166,871470.906,65
41.852,908068.016,62
47.261,1025414.831,23
42.09,913233.253,60
42.707,926603.481,53
37.626,816377.518,104
42.22,916046.301,54
36.519,792343.963,119
39.103,848422.148,84
43.254,938485.326,43
44.703,969912.71,40
41.939,909952.826,54
37.04,803648.115,124
40.412,876823.566,71
46.716,1013593.257,35
40.993,889425.496,63
33.606,729151.079,252
34.64,751579.349,202
46.297,1004502.594,19
36.444,790729.483,135
27.817,603554.834,656
38.422,833636.963,98
31.988,694053.017,353
40.915,887728.845,66
37.398,811415.524,127
33.572,728415.843,228
34.394,746254.435,234
44.541,966412.343,46
39.205,850620.539,87
47.445,1029416.312,28
39.543,857957.828,86
40.492,878553.974,67
39.464,856255.714,92
45.803,993791.909,25
41.992,911099.833,54
43.27,938824.559,33
40.968,888872.811,44
41.722,905242.479,61
44.232,959703.939,32
41.839,907781.164,52
39.971,867241.443,73
35.395,767973.614,197
35.463,769433.976,174
35.01,759611.08,190
40.651,882010.658,60
35.109,761765.773,193
36.698,796229.729,136
35.836,777543.63,191
37.996,824402.557,112
47.353,1027414.539,23
43.775,949778.694,45
40.022,868359.705,68
36.093,783119.033,158
44.542,966417.253,38
41.783,906561.247,65
36.762,797616.903,157
33.622,729487.319,215
45.347,983897.935,27
39.393,854714.774,80
45.677,991049.592,35
40.598,880859.769,73
41.184,893572.87,74
44.621,968144.414,33
40.389,876316.746,75
41.381,897836.162,73
39.322,853173.379,88
37.896,822225.655,103
43.883,952135.083,37
36.503,792005.237,149
35.742,775502.196,163
37.421,811927.052,115
40.128,870666.548,75
45.484,986861.365,25
40.948,888445.464,69
43.393,941505.728,43
47.422,1028924.897,27
44.734,970595.372,35
38.202,828860.329,133
27.929,605968.891,637
37.074,804399.247,135
35.185,763418.841,195
45.664,990766.035,36
36.436,790555.114,134
43.3,939482.763,46
36.183,785071.873,165
38.891,843815.263,110
39.868,865013.045,87
47.035,1020511.958,15
39.281,852269.306,83
49.735,1079093.029,15
39.666,860643.482,89
48.321,1048426.337,19
43.264,938704.978,49
38.081,826245.308,97
35.767,776041.062,154
47.087,1021654.761,21
40.669,882398.601,65
42.303,917845.078,45
36.493,791790.692,135
40.247,873235.976,76
44.592,967514.999,34
34.794,754934.73,229
37.042,803709.396,114
47.402,1028487.833,19
33.339,723354.813,246
27.448,595532.971,635
40.677,882570.641,55
40.547,879748.368,76
43.227,937886.408,50
39.364,854081.738,82
36.467,791227.607,129
43.775,949779.984,31
41.509,900615.522,65
32.972,715393.89,282
38.01,824697.667,96
27.81,603388.2,626
43.481,943411.574,36
40.824,885760.296,71
34.088,739605.379,253
38.678,839196.557,97
37.612,816069.264,108
34.458,747641.265,192
39.901,865735.96,73
38.29,830773.152,95
33.556,728074.298,251
45.538,988046.467,31
38.563,836699.158,94
48.219,1046203.218,17
33.574,728457.845,311
40.522,879207.558,75
49.654,1077334.412,12
35.073,760989.675,193
40.184,871862.316,56
40.505,878841.18,72
44.052,955798.818,49
38.757,840908.017,97
43.043,933897.707,40
36.902,800659.674,139
29.997,650853.412,457
31.036,673379.406,381
38.545,836303.974,95
37.922,822802.142,120
33.623,729515.263,238
37.386,811168.624,126
34.724,753416.907,201
29.479,639603.193,467
43.186,937003.26,49
44.875,973642.479,45
35.688,774311.741,164
43.28,939036.55,46
41.252,895035.007,65
40.747,884087.58,73
36.501,791962.111,131
42.453,921110.79,61
44.006,954799.449,36
50.422,1094008.239,20
39.85,864617.368,63
39.689,861123.943,77
37.321,809763.207,123
36.114,783557.309,142
36.124,783779.338,154
40.008,868058.838,72
50.531,1096368.687,16
43.558,945077.281,47
40.201,872234.632,78
32.59,707103.834,313
32.21,698870.142,311
38.278,830526.229,105
40.682,882673.203,65
35.233,764452.836,189
32.034,695048.709,318
42.257,916855.652,45
34.177,741535.197,224
40.159,871335.042,54
47.643,1033717.099,28
25.817,560146.117,815
40.132,870751.247,75
41.515,900748.692,61
52.405,1137020.699,8
34.64,751583.435,219
45.059,977643.757,32
47.643,1033711.968,18
35.523,770738.146,169
36.322,788067.763,141
39.312,852947.624,76
40.575,880354.648,62
38.841,842739.64,106
37.302,809352.015,146
41.938,909922.115,56
43.315,939803.591,49
32.988,715740.848,328
42.401,919973.967,59
33.213,720615.548,246
37.324,809827.717,124
41.009,889766.878,70
44.29,960961.515,43
41.264,895303.63,61
37.576,815277.836,121
36.406,789905.52,161
30.095,652963.083,445
39.911,865955.068,83
40.293,874230.386,70
32.74,710356.842,293
41.69,904539.547,67
38.359,832278.52,100
47.257,1025343.709,23
51.135,1109474.326,15
37.709,818171.813,118
39.906,865843.636,82
43.571,945357.868,46
45.685,991217.473,21
44.533,966241.218,35
34.159,741140.359,207
38.286,830696.863,102
39.56,858330.512,78
37.127,805553.982,123
44.647,968695.473,36
37.789,819903.354,129
36.253,786582.16,165
44.715,970176.478,35
34.46,747677.755,214
39.263,851885.896,86
39.229,851150.169,112
44.473,964938.81,36
40.555,879931.808,76
45.001,976392.825,38
39.541,857914.389,73
46.865,1016829.003,24
35.533,770958.257,206
35.17,763084.461,177
35.917,779294.265,158
37.59,815585.719,108
32.31,701029.983,269
40.632,881589.059,66
43.742,949077.029,49
42.078,912973.258,60
35.222,764212.308,163
43.128,935748.683,41
36.061,782410.745,150
46.548,1009958.036,23
48.078,1043143.408,21
37.636,816583.176,128
35.579,771965.64,152
41.387,897966.826,61
37.692,817801.673,111
39.204,850604.271,89
42.322,918267.257,51
40.883,887039.37,68
38.186,828510.817,112
41.349,897148.497,46
35.34,766768.784,179
42.062,912614.105,54
34.157,741098.071,228
41.546,901422.014,53
38.915,844336.904,80
33.939,736369.863,220
40.562,880072.857,71
45.472,986616.146,35
40.9,887415.371,66
38.407,833306.291,81
40.158,871301.964,79
37.455,812667.316,123
34.635,751468.853,222
42.714,926769.559,51
40.288,874133.866,72
39.106,848481.982,79
34.868,756528.999,213
40.61,881107.933,76
40.64,881756.025,82
37.554,814815.517,121
41.652,903716.645,52
31.758,689053.236,326
38.001,824499.809,90
35.557,771489.522,185
35.851,777863.911,154
42.427,920538.739,60
40.473,878141.429,76
52.514,1139402.595,9
37.756,819183.337,110
44.253,960164.598,48
41.917,909469.797,49
36.921,801077.927,121
44.061,955992.764,45
39.423,855363.36,96
41.415,898576.832,48
47.204,1024192.604,26
37.219,807549.482,124
47.224,1024629.891,18
36.932,801313.347,111
42.493,921971.766,54
38.459,834442.324,110
34.689,752646.965,186
38.137,827448.803,102
32.68,709067.374,291
44.089,956602.175,36
43.434,942382.55,39
42.494,921995.229,54
38.76,840965.326,90
40.763,884435.524,58
30.818,668664.876,385
39.792,863370.358,63
53.035,1150700.057,14
43.622,946464.056,39
40.684,882710.945,76
48.029,1042084.119,15
45.612,989646.922,31
43.239,938149.897,41
42.724,926973.52,54
34.125,740416.555,239
43.24,938181.426,43
43.259,938581.498,45
45.926,996454.719,28
36.316,787938.201,145
33.709,731388.872,263
46.194,1002263.913,30
36.833,799175.221,123
38.178,828351.237,119
46.05,999148.377,26
42.978,932502.592,52
44.395,963238.717,36
40.967,888861.313,58
43.471,943181.497,39
44.437,964157.427,33
50.981,1106135.385,6
33.695,731085.655,285
38.266,830253.934,108
40.253,873376.921,80
40.109,870249.268,79
35.84,777621.247,179
39.833,864266.416,87
40.378,876090.92,65
34.919,757644.797,175
44.212,959266.643,34
43.434,942389.525,38
41.223,894423.063,52
38.098,826606.147,115
48.524,1052831.139,21
32.525,705687.392,304
45.584,989026.746,22
33.33,723156.994,240
50.186,1088884.824,19
37.381,811054.983,120
34.389,746141.326,187
38.125,827190.174,128
36.04,781956.411,151
33.616,729365.801,252
43.019,933386.275,41
41.147,892761.581,54
41.086,891440.733,67
38.175,828278.166,98
38.283,830636.319,121
38.314,831308.052,96
46.155,1001421.791,24
42.076,912928.01,73
42.058,912534.657,59
37.331,809959.92,137
43.769,949657.415,26
44.446,964354.269,41
32.527,705736.395,313
29.786,646276.349,471
36.156,784471.273,163
36.49,791714.327,154
45.592,989208.482,35
42.701,926487.749,52
41.907,909254.173,53
38.43,833818.29,100
31.214,677255.87,387
36.927,801195.203,134
48.102,1043674.268,26
42.023,911771.734,46
39.475,856499.032,92
32.03,694961.26,353
43.287,939206.189,33
44.794,971897.583,37
31.565,684873.738,345
47.019,1020175.047,28
39.649,860275.006,83
38.97,845540.327,97
34.79,754827.904,205
44.174,958443.616,41
45.126,979090.421,27
42.751,927572.306,51
47.537,1031413.343,29
49.853,1081669.284,17
43.632,946684.322,37
43.488,943568.075,46
37.568,815108.205,121
34.032,738392.367,248
36.511,792186.074,138
47.038,1020592.808,21
35.487,769961.15,154
44.892,974025.771,37
39.189,850282.128,78
34.952,758348.223,185
42.973,932375.45,50
41.59,902369.363,70
37.698,817923.765,110
45.686,991257.752,28
39.512,857282.325,79
31.803,690022.583,341
40.256,873443.655,85
40.331,875054.593,67
51.158,1109968.902,21
46.374,1006185.473,23
44.878,973720.553,27
39.501,857056.692,101
34.736,753665.39,202
34.876,756704.274,194
36.221,785882.411,169
39.63,859855.254,81
43.907,952646.136,39
33.828,733976.82,243
33.52,727279.821,258
38.894,843876.201,99
30.39,659367.744,442
42.773,928040.424,46
42.146,914436.82,46
39.241,851409.934,89
35.872,778320.409,143
33.584,728670.26,254
44.949,975259.122,38
42.609,924488.485,53
34.949,758290.533,190
38.299,830976.388,101
34.361,745530.75,231
49.736,1079111.865,13
34.914,757529.496,199
39.81,863760.749,75
41.539,901265.569,61
34.244,742986.351,207
45.224,981224.939,24
37.957,823555.502,111
37.625,816351.093,121
49.925,1083226.509,7
36.604,794203.894,144
43.931,953175.804,53
44.991,976177.726,24
33.629,729652.372,262
36.675,795732.549,156
37.574,815248.799,119
46.76,1014561.761,24
37.033,803508.308,137
36.097,783198.343,148
35.646,773420.25,162
40.464,877952.069,71
42.376,919442.344,55
41.03,890231.539,61
39.589,858971.99,72
42.317,918161.105,64
35.858,778010.862,174
41.598,902549.292,65
34.855,756240.901,176
44.774,971465.606,38
36.564,793334.514,127
37.372,810855.378,129
41.209,894108.445,66
35.202,763778.89,169
47.701,1034962.809,20
36.661,795425.214,148
39.641,860080.752,74
45.302,982912.996,29
40.645,881864.673,71
34.492,748367.303,213
39.646,860191.389,83
40.857,886471.67,63
31.28,678671.937,385
39.223,851014.585,87
40.889,887166.259,65
34.242,742939.339,205
42.974,932413.053,59
44.889,973961.706,33
37.784,819801.174,113
38.445,834146.784,104
44.595,967571.235,54
45.676,991026.061,26
33.104,718259.85,263
48.738,1057463.785,15
42.106,913567.114,60
31.545,684425.251,375
35.86,778056.706,195
40.866,886672.828,60
44.424,963876.776,36
34.893,757062.674,177
35.763,775951.853,170
42.755,927650.729,44
37.413,811740.968,119
41.754,905945.406,67
33.823,733867.465,234
36.679,795820.719,129
41.983,910906.243,47
30.482,661368.201,414
29.344,636672.048,478
42.22,916046.592,46
41.948,910152.955,60
47.914,1039596.014,25
42.721,926916.86,45
45.706,991686.606,26
38.114,826956.246,110
38.527,835926.979,127
46.787,1015140.288,28
32.244,699589.829,329
35.212,764001.223,188
37.918,822715.882,107
44.63,968330.583,42
39.523,857531.838,98
43.995,954553.125,38
35.745,775568.866,153
37.634,816547.893,104
46.323,1005066.971,28
38.891,843828.596,85
44.698,969803.342,27
37.478,813168.653,126
27.946,606353.619,573
37.931,822996.046,116
40.238,873037.635,75
40.351,875496.318,67
43.317,939848.496,55
32.621,707782.041,277
47.401,1028469.808,17
45.06,977669.45,38
46.993,1019609.279,33
35.336,766682.549,184
32.377,702482.833,321
35.986,780788.304,160
33.211,720581.504,264
48.619,1054884.578,22
38.027,825071.12,96
45.729,992186.664,32
44.82,972459.707,33
37.821,820601.509,107
31.629,686244.459,394
40.829,885871.182,74
30.982,672223.153,387
51.908,1126257.824,10
39.865,864955.291,69
45.612,989643.491,25
41.469,899757.806,62
33.148,719210.547,268
39.109,848556.364,108
41.314,896396.598,70
45.374,984477.957,32
35.584,772061.934,146
37.683,817618.459,120
39.094,848215.334,84
33.209,720528.894,268
43.128,935751.899,40
45.312,983129.186,28
41.914,909412.129,70
25.202,546799.389,837
37.842,821050.637,140
38.675,839129.994,104
36.553,793081.871,135
39.719,861772.542,81
36.416,790116.81,147
42.364,919170.144,38
40.163,871423.944,79
37.72,818420.649,119
32.902,713871.615,284
49.642,1077087.872,21
40.228,872821.857,70
36.838,799275.949,137
36.797,798373.864,117
47.856,1038323.773,18
42.245,916588.546,62
39.732,862073.842,81
37.006,802911.174,126
45.036,977154.457,23
41.435,899005.995,66
42.747,927478.509,49
32.743,710415.083,254
42.554,923295.338,49
39.57,858549.973,81
39.92,866144.466,73
40.7,883059.888,60
38.08,826224.876,96
34.808,755224.951,190
32.799,711641.443,293
47.064,1021139.471,27
36.855,799644.72,137
39.96,867002.487,71
33.543,727787.696,296
39.232,851208.63,98
40.809,885441.092,68
43.195,937198.006,49
47.193,1023948.928,20
40.648,881949.564,76
43.83,950982.372,36
46.296,1004494.333,30
34.735,753644.016,206
36.997,802730.635,140
38.503,835389.108,101
39.426,855419.483,96
42.287,917495.356,60
34.608,750898.979,217
43.886,952184.513,45
45.158,979783.133,30
40.562,880072.351,75
31.957,693362.516,315
36.35,788678.563,167
38.371,832536.274,114
40.731,883750.159,67
39.56,858342.515,71
37.966,823739.483,118
50.449,1094587.005,9
45.726,992123.932,39
49.815,1080831.314,11
41.859,908213.065,53
35.75,775677.465,166
39.177,850030.125,83
40.342,875299.72,83
39.544,857988.184,75
45.24,981570.99,42
47.002,1019797.124,21
37.969,823802.639,107
44.288,960911.147,32
43.075,934603.715,53
39.257,851756.202,84
44.817,972383.652,35
43.762,949514.359,44
45.683,991191.407,23
41.56,901718.347,68
40.413,876848.212,76
31.558,684712.435,344
42.919,931205.89,40
39.33,853342.138,78
33.334,723245.483,241
36.053,782250.317,140
38.948,845059.691,86
42.227,916194.283,54
42.462,921307.039,59
40.71,883295.633,64
43.115,935462.545,42
36.71,796505.076,124
43.795,950222.474,50
39.819,863951.774,79
33.797,733290.63,232
34.623,751212.58,211
46.798,1015373.265,18
32.853,712808.243,268
32.498,705119.32,297
50.904,1104458.696,11
42.076,912926.683,50
38.193,828662.845,113
34.138,740685.029,223
37.623,816307.925,116
36.652,795244.344,127
38.565,836747.045,85
37.104,805035.342,121
37.545,814620.32,122
39.96,867004.617,73
42.068,912750.585,70
44.807,972167.377,47
43.299,939447.879,30
37.479,813171.931,129
41.76,906074.152,62
40.596,880803.451,84
46.113,1000516.88,23
39.729,862000.129,96
38.126,827224.575,87
43.153,936300.021,40
37.417,811836.939,134
53.775,1166765.998,11
42.809,928836.029,44
38.005,824602.078,93
45.21,980913.72,23
33.591,728833.08,235
40.932,888111.981,56
31.556,684681.059,372
42.094,913318.029,55
42.143,914379.435,60
43.557,945045.973,40
46.761,1014580.716,28
40.103,870119.917,75
36.534,792680.059,152
42.225,916160.194,47
31.59,685407.847,353
35.262,765072.318,185
39.458,856116.486,74
43.91,952721.213,45
36.739,797125.599,134
28.55,619455.474,541
45.299,982846.554,24
43.774,949773.047,42
49.117,1065691.297,17
35.355,767103.566,189
38.722,840145.161,84
37.858,821397.154,105
41.939,909961.075,64
38.376,832634.283,102
39.496,856945.925,85
41.84,907796.911,48
42.791,928426.58,45
40.267,873674.159,71
39.576,858679.587,91
43.364,940861.613,40
36.82,798893.314,144
48.232,1046484.041,14
35.599,772388.594,182
40.488,878472.057,77
41.862,908278.146,42
39.141,849251.523,93
36.418,790154.088,148
42.674,925908.157,49
30.811,668516.628,391
43.931,953178.509,25
34.748,753936.46,217
27.827,603767.48,598
39.868,865019.757,84
33.921,735975.106,224
35.97,780445.755,151
38.511,835576.306,96
39.923,866205.057,100
47.539,1031457.893,27
46.88,1017165.754,20
44.495,965408.584,30
38.228,829442.934,102
47.509,1030792.415,17
41.622,903076.203,45
36.164,784652.451,170
33.877,735028.534,221
35.417,768453.496,179
33.134,718902.148,260
38.789,841614.294,100
45.274,982308.093,32
39.326,853249.398,109
33.68,730744.82,237
39.053,847335.215,91
43.998,954629.642,41
42.027,911869.324,46
34.457,747610.044,198
40.5,878720.784,64
42.745,927430.036,42
28.153,610832.841,596
40.228,872816.787,73
46.138,1001048.109,29
44.83,972675.146,39
38.542,836253.456,93
38.87,843372.292,124
46.025,998604.405,27
42.625,924823.856,49
37.923,822823.449,110
44.45,964438.111,41
32.321,701269.614,324
53.871,1168841.938,7
36.282,787212.374,192
35.804,776836.48,158
49.97,1084191.117,14
43.925,953046.329,34
43.528,944421.981,38
43.828,950945.549,44
38.583,837134.123,95
41.369,897578.475,64
44.009,954855.924,44
41.388,897986.717,61
38.249,829886.592,103
42.227,916191.737,48
44.231,959689.987,39
43.135,935890.502,42
47.068,1021230.123,20
42.883,930433.112,45
35.805,776850.686,174
39.26,851818.34,86
38.14,827522.509,92
38.791,841650.252,106
39.347,853703.361,68
31.829,690589.727,328
33.617,729386.462,228
